RESDATE,QBFDEP,BIDCITY,BIDSTATE,CLOSCD,PSTALP,BSTATUS,COMMENTS,CITYST,RESTYPE,COSTMOSTRECENTASOF,URL,PTRDATE,COST,QBFASSET,UNINSDEP,TERMI,FAILYR,CHCLASS,FUND,BANKNO,BIDNAME,FIN,FAILDATE,SAVR,RESTYPE1,NAME,CHCLASS1,FSL_PROG,CITY,CERT,BRDATE,ID
12/10/2010,104505.0,HUNTINGDON VALLEY,PA,TASNN,PA,I,,"SOUTHAMPTON, PA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/earthstar.html,,22495.0,112643.0,,T,2010,NM,5,,POLONIA BANK,10317,12/10/2010,DIF,PA,EARTHSTAR BANK,NM,,SOUTHAMPTON,35561.0,,3884
11/19/2010,664752.0,TROY,MI,TABNN,WI,A,,"BURLINGTON, WI",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firstbanking.html,,86296.0,750724.0,,,2010,SM,5,,FIRST MICHIGAN BANK,10315,11/19/2010,DIF,PA,FIRST BANKING CENTER,SM,,BURLINGTON,5287.0,,3880
11/19/2010,112193.0,CONWAY,AR,TASNN,FL,I,,"CARRABELLE, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/gulfstate.html,,44443.0,112144.0,,T,2010,NM,5,,CENTENNIAL BANK,10316,11/19/2010,DIF,PA,GULF STATE COMMUNITY BANK,NM,,CARRABELLE,20340.0,,3881
11/19/2010,91996.0,WYOMISSING,PA,TASNN,PA,I,,"BALA CYNWYD, PA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/allegbank.html,,12652.0,106595.0,,T,2010,NM,5,,VIST BANK,10314,11/19/2010,DIF,PA,ALLEGIANCE BANK OF NORTH AMERICA,NM,,BALA CYNWYD,35078.0,,3882
11/12/2010,587626.0,MOULTRIE,GA,TASNN,GA,I,,"VIDALIA, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/darbybank.html,,125908.0,654714.0,,T,2010,NM,5,,AMERIS BANK,10312,11/12/2010,DIF,PA,DARBY BANK & TRUST COMPANY,NM,,VIDALIA,14580.0,,3877
11/12/2010,190182.0,ST. CLOUD,MN,TASNN,AZ,I,,"SCOTTSDALE, AZ",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/copperstar.html,,52561.0,203955.0,,T,2010,NM,5,,"STEARNS BANK, NATIONAL ASSOCIATION",10311,11/12/2010,DIF,PA,COPPER STAR BANK,NM,,SCOTTSDALE,35463.0,,3878
11/12/2010,141573.0,MOULTRIE,GA,TASNN,GA,I,,"TIFTON, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/tifton.html,,21383.0,143729.0,,T,2010,NM,5,,AMERIS BANK,10313,11/12/2010,DIF,PA,TIFTON BANKING COMPANY,NM,,TIFTON,57831.0,,3879
11/5/2010,500056.0,BUFFALO,NY,TASNN,MD,A,,"RANDALLSTOWN, MD",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/kbank.html,,136379.0,538258.0,,,2010,NM,5,,MANUFACTURERS AND TRADERS TRUST COMPANY,10308,11/5/2010,DIF,PA,K BANK,NM,,RANDALLSTOWN,31263.0,,3873
11/5/2010,193473.0,OLYMPIA,WA,TABNN,WA,I,,"TACOMA, WA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/piercecommercial.html,,26754.0,221082.0,,T,2010,SM,5,,HERITAGE BANK,10309,11/5/2010,DIF,PA,PIERCE COMMERCIAL BANK,SM,,TACOMA,34411.0,,3874
11/5/2010,47012.0,SANTA ANA,CA,TASNN,CA,I,,"WESTMINSTER, CA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firstvietnamese.html,,14264.0,48000.0,,T,2010,NM,5,,GRANDPOINT BANK,10307,11/5/2010,DIF,PA,FIRST VIETNAMESE AMERICAN BANK,NM,,WESTMINSTER,57885.0,,3875
11/5/2010,101127.0,WESTLAKE VILLAGE,CA,TASNN,CA,I,,"WOODLAND HILLS, CA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/westerncommercial_ca.html,,16943.0,98635.0,,T,2010,NM,5,,FIRST CALIFORNIA BANK,10310,11/5/2010,DIF,PA,WESTERN COMMERCIAL BANK,NM,,WOODLAND HILLS,58087.0,,3876
10/22/2010,122880.0,ZEBULON,GA,TANNN,GA,I,,"BARNESVILLE, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/fnbbarnesville.html,,46897.0,126622.0,,T,2010,N,5,,UNITED BANK,10304,10/22/2010,DIF,PA,THE FIRST NATIONAL BANK OF BARNESVILLE,N,,BARNESVILLE,2119.0,,3866
10/22/2010,135475.0,CHICAGO,IL,TANNN,IL,I,,"MAYWOOD, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firstsuburban.html,,44303.0,143451.0,,T,2010,N,5,,SEAWAY BANK AND TRUST COMPANY,10301,10/22/2010,DIF,PA,FIRST SUBURBAN NATIONAL BANK,N,,MAYWOOD,16089.0,,3867
10/22/2010,1488785.0,OVERLAND PARK,KS,TASNN,KS,I,,"OVERLAND PARK, KS",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/hillcrest_ks.html,,275262.0,1583611.0,,T,2010,NM,5,,"HILLCREST BANK, N.A.",10302,10/22/2010,DIF,PA,HILLCREST BANK,NM,,OVERLAND PARK,22173.0,,3868
10/22/2010,72198.0,MOULTRIE,GA,TASNN,FL,I,,"JACKSONVILLE, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firstbankjacksonville.html,,14277.0,73922.0,,T,2010,NM,5,,AMERIS BANK,10300,10/22/2010,DIF,PA,FIRST BANK OF JACKSONVILLE,NM,,JACKSONVILLE,27573.0,,3869
10/22/2010,86861.0,TAMPA,FL,TABNN,FL,I,,"TAMPA, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/progress_fl.html,,34562.0,94823.0,,T,2010,SM,5,,BAY CITIES BANK,10303,10/22/2010,DIF,PA,PROGRESS BANK OF FLORIDA,SM,,TAMPA,32251.0,,3870
10/22/2010,190615.0,,,POFNN,AZ,I,,"SCOTTSDALE, AZ",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firstazfsb.html,,26776.0,255920.0,,T,2010,SB,5,,,10306,10/22/2010,DIF,PO,"FIRST ARIZONA SAVINGS, A FSB",SB,,SCOTTSDALE,32582.0,,3871
10/22/2010,26867.0,DUBLIN,GA,PASNN,GA,I,,"GORDON, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/gordon.html,,10354.0,29259.0,,T,2010,NM,5,,MORRIS BANK,10305,10/22/2010,DIF,PA,THE GORDON BANK,NM,,GORDON,33904.0,,3872
10/15/2010,347080.0,PINE BLUFF,AR,TAFNN,KS,I,,"OLATHE, KS",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/securitysavingsfsb.html,,53100.0,453349.0,,T,2010,SB,5,,SIMMONS FIRST NATIONAL BANK,10298,10/15/2010,DIF,PA,"SECURITY SAVINGS BANK, F.S.B.",SB,,OLATHE,30898.0,,3863
10/15/2010,869367.0,COLUMBIA,MO,TASNN,MO,A,,"JEFFERSON CITY, MO",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/premier_mo.html,,308624.0,989382.0,,,2010,NM,5,,PROVIDENCE BANK,10297,10/15/2010,DIF,PA,PREMIER BANK,NM,,JEFFERSON CITY,34016.0,,3864
10/15/2010,70131.0,EFFINGHAM,IL,TASNN,MO,I,,"CHESTERFIELD, MO",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/westbridge.html,,22436.0,87782.0,,T,2010,NM,5,,MIDLAND STATES BANK,10299,10/15/2010,DIF,PA,WESTBRIDGE BANK AND TRUST COMPANY,NM,,CHESTERFIELD,58205.0,,3865
10/1/2010,367228.0,CONWAY,AR,TASNN,FL,I,,"CRAWFORDVILLE, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/wakulla.html,,119933.0,402205.0,,T,2010,NM,5,,CENTENNIAL BANK,10296,10/1/2010,DIF,PA,WAKULLA BANK,NM,,CRAWFORDVILLE,21777.0,,3861
10/1/2010,90644.0,LOS ANGELES,CA,TASNN,WA,I,,"SHORELINE, WA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/shoreline.html,,23478.0,92980.0,,T,2010,NM,5,,GBC INTERNATIONAL BANK,10295,10/1/2010,DIF,PA,SHORELINE BANK,NM,,SHORELINE,35250.0,,3862
9/24/2010,276081.0,COUPEVILLE,WA,TASNN,WA,I,,"ARLINGTON, WA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/northcounty.html,,70800.0,288776.0,,T,2010,NM,5,,WHIDBEY ISLAND BANK,10294,9/24/2010,DIF,PA,NORTH COUNTY BANK,NM,,ARLINGTON,35053.0,,3859
9/24/2010,133561.0,BOCA RATON,FL,TASNN,FL,I,,"PONTE VEDRA BEACH, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/haventrust_fl.html,,34827.0,148575.0,,T,2010,NM,5,,FIRST SOUTHERN BANK,10293,9/24/2010,DIF,PA,HAVEN TRUST BANK FLORIDA,NM,,PONTE VEDRA BEACH,58308.0,,3860
9/17/2010,398181.0,CARROLLTON,GA,TASNN,GA,I,,"WINDER, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/peoplesbank_ga.html,,101852.0,447185.0,,T,2010,NM,5,,COMMUNITY & SOUTHERN BANK,10292,9/17/2010,DIF,PA,THE PEOPLES BANK,NM,,WINDER,182.0,,3853
9/17/2010,41551.0,CINCINNATI,OH,TAMNN,OH,I,,"MILFORD, OH",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/bramblesavings.html,,17928.0,47523.0,,T,2010,SI,5,,FOUNDATION BANK,10288,9/17/2010,DIF,PA,BRAMBLE SAVINGS BANK,SI,,MILFORD,27808.0,,3854
9/17/2010,248134.0,BROOKFIELD,WI,TAFNN,WI,I,,"WEST ALLIS, WI",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/maritimesavings.html,,88384.0,350488.0,,T,2010,SL,5,,"NORTH SHORE BANK, FSB",10291,9/17/2010,DIF,PA,MARITIME SAVINGS BANK,SL,,WEST ALLIS,28612.0,,3855
9/17/2010,79652.0,PHOENIXVILLE,PA,TASNN,NJ,I,,"CHERRY HILL, NJ",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/isnbank.html,,18856.0,81564.0,,T,2010,NM,5,,NEW CENTURY BANK,10290,9/17/2010,DIF,PA,ISN BANK,NM,,CHERRY HILL,57107.0,,3856
9/17/2010,242831.0,CARROLLTON,GA,TASNN,GA,I,,"DOUGLASVILLE, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firstcommerce_ga.html,,101039.0,248151.0,,T,2010,NM,5,,COMMUNITY & SOUTHERN BANK,10289,9/17/2010,DIF,PA,FIRST COMMERCE COMMUNITY BANK,NM,,DOUGLASVILLE,57448.0,,3857
9/17/2010,160718.0,CARROLLTON,GA,TASNN,GA,I,,"ELLIJAY, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/ellijay.html,,79709.0,168820.0,,T,2010,NM,5,,COMMUNITY & SOUTHERN BANK,10287,9/17/2010,DIF,PA,THE BANK OF ELLIJAY,NM,,ELLIJAY,58197.0,,3858
9/10/2010,164594.0,LITTLE ROCK,AR,TABNN,FL,I,,"BRADENTON, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/horizonfl.html,,61295.0,187819.0,,T,2010,SM,5,,BANK OF THE OZARKS,10286,9/10/2010,DIF,PA,HORIZON BANK,SM,,BRADENTON,35061.0,,3852
8/20/2010,1547403.0,CHICAGO,IL,TASNN,IL,I,,"CHICAGO, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/shorebank.html,,525962.0,2166431.0,,T,2010,NM,5,,URBAN PARTNERSHIP BANK,10284,8/20/2010,DIF,PA,SHOREBANK,NM,,CHICAGO,15640.0,,3844
8/20/2010,63708.0,WINTER HAVEN,FL,TANNN,FL,I,,"BARTOW, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/cnbbartow.html,,9170.0,67918.0,,T,2010,N,5,,"CENTERSTATE BANK OF FLORIDA, NATIONAL ASSOCIATION",10279,8/20/2010,DIF,PA,COMMUNITY NATIONAL BANK AT BARTOW,N,,BARTOW,25266.0,,3845
8/20/2010,278832.0,EL CENTRO,CA,TABNN,CA,I,,"STOCKTON, CA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/pacificbk.html,,34038.0,312077.0,,T,2010,SM,5,,"RABOBANK, NATIONAL ASSOCIATION",10283,8/20/2010,DIF,PA,PACIFIC STATE BANK,SM,,STOCKTON,27090.0,,3846
8/20/2010,255501.0,SAN RAFAEL,CA,TASNN,CA,I,,"SONOMA, CA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/sonoma.html,,10285.0,337113.0,,T,2010,NM,5,,WESTAMERICA BANK,10285,8/20/2010,DIF,PA,SONOMA VALLEY BANK,NM,,SONOMA,27259.0,,3847
8/20/2010,141877.0,WINTER HAVEN,FL,TANNN,FL,I,,"OCALA, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/inatbank.html,,11982.0,156218.0,,T,2010,N,5,,"CENTERSTATE BANK OF FLORIDA, NATIONAL ASSOCIATION",10281,8/20/2010,DIF,PA,INDEPENDENT NATIONAL BANK,N,,OCALA,27344.0,,3848
8/20/2010,10090.0,MARTINSVILLE,VA,TAFNN,VA,I,,"MARTINSVILLE, VA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/imperialsvgs.html,,4746.0,9448.0,,T,2010,SL,5,,"RIVER COMMUNITY BANK, NATIONAL ASSOCIATION",10280,8/20/2010,DIF,PA,IMPERIAL SAVINGS AND LOAN ASSOCIATION,SL,,MARTINSVILLE,31623.0,,3849
8/20/2010,770899.0,SAN DIEGO,CA,TAFNN,CA,I,,"SOLVANG, CA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/lospadres.html,,3434.0,866459.0,,T,2010,SB,5,,PACIFIC WESTERN BANK,10282,8/20/2010,DIF,PA,LOS PADRES BANK,SB,,SOLVANG,32165.0,,3850
8/20/2010,471256.0,EL CENTRO,CA,TASNN,CA,I,,"CHICO, CA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/butte.html,,1663.0,498751.0,,T,2010,NM,5,,"RABOBANK, NATIONAL ASSOCIATION",10278,8/20/2010,DIF,PA,BUTTE COMMUNITY BANK,NM,,CHICO,33219.0,,3851
8/13/2010,467784.0,ITASCA,IL,TASNN,IL,I,,"PALOS HEIGHTS, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/palosbank.html,,66962.0,493391.0,,T,2010,NM,5,,FIRST MIDWEST BANK,10277,8/13/2010,DIF,PA,PALOS BANK AND TRUST COMPANY,NM,,PALOS HEIGHTS,17599.0,,3843
8/6/2010,269448.0,NORTHBROOK,IL,TASNN,IL,A,,"CHICAGO, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/ravenswood.html,,67954.0,264628.0,,,2010,NM,5,,NORTHBROOK BANK AND TRUST COMPANY,10276,8/6/2010,DIF,PA,RAVENSWOOD BANK,NM,,CHICAGO,34231.0,,3842
7/30/2010,370016.0,CONWAY,AR,TASNN,FL,I,,"PANAMA CITY BEACH, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/coastal.html,,116866.0,377469.0,,T,2010,NM,5,,CENTENNIAL BANK,10272,7/30/2010,DIF,PA,COASTAL COMMUNITY BANK,NM,,PANAMA CITY BEACH,9619.0,,3837
7/30/2010,474742.0,OLYMPIA,WA,TASNN,WA,A,,"LONGVIEW, WA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/cowlitz.html,,31418.0,489019.0,,,2010,NM,5,,HERITAGE BANK,10275,7/30/2010,DIF,PA,THE COWLITZ BANK,NM,,LONGVIEW,22643.0,,3838
7/30/2010,692670.0,NAMPA,ID,TASNN,OR,A,,"EUGENE, OR",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/libertyor.html,,51201.0,714574.0,,,2010,NM,5,,HOME FEDERAL BANK,10273,7/30/2010,DIF,PA,LIBERTYBANK,NM,,EUGENE,31964.0,,3839
7/30/2010,155531.0,MACON,GA,TASNN,GA,I,,"ACWORTH, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/northwestga.html,,33627.0,160763.0,,T,2010,NM,5,,STATE BANK AND TRUST COMPANY,10274,7/30/2010,DIF,PA,NORTHWEST BANK & TRUST,NM,,ACWORTH,57658.0,,3840
7/30/2010,52720.0,CONWAY,AR,TAFNN,FL,I,,"PORT SAINT JOE, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/bayside.html,,12479.0,64344.0,,T,2010,SB,5,,CENTENNIAL BANK,10271,7/30/2010,DIF,PA,BAYSIDE SAVINGS BANK,SB,,PORT SAINT JOE,57669.0,,3841
7/23/2010,27048.0,SALINA,KS,TABNN,KS,I,,"SYLVAN GROVE, KS",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/thunderbankks.html,,6651.0,28248.0,,T,2010,SM,5,,THE BENNINGTON STATE BANK,10269,7/23/2010,DIF,PA,THUNDER BANK,SM,,SYLVAN GROVE,10506.0,,3830
7/23/2010,126993.0,COLUMBIA,SC,TANNN,SC,I,,"KINGSTREE, SC",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/williamsburgsc.html,,2425.0,130411.0,,T,2010,N,5,,"FIRST CITIZENS BANK AND TRUST COMPANY, INC.",10270,7/23/2010,DIF,PA,WILLIAMSBURG FIRST NATIONAL BANK,N,,KINGSTREE,17837.0,,3831
7/23/2010,227935.0,KLAMATH FALLS,OR,TABNN,OR,I,,"CAVE JUNCTION, OR",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/homevalleyor.html,,28068.0,250488.0,,T,2010,SM,5,,SOUTH VALLEY BANK & TRUST,10266,7/23/2010,DIF,PA,HOME VALLEY BANK,SM,,CAVE JUNCTION,23181.0,,3832
7/23/2010,932809.0,TUPELO,MS,TASNN,GA,A,,"JASPER, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/crescentga.html,,303765.0,970235.0,,,2010,NM,5,,RENASANT BANK,10265,7/23/2010,DIF,PA,CRESCENT BANK AND TRUST COMPANY,NM,,JASPER,27559.0,,3833
7/23/2010,329541.0,LAFAYETTE,LA,TABNN,FL,I,,"LANTANA, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/sterlingfl.html,,41792.0,354966.0,,T,2010,SM,5,,IBERIABANK,10268,7/23/2010,DIF,PA,STERLING BANK,SM,,LANTANA,32536.0,,3834
7/23/2010,95100.0,WASECA,MN,TASNN,MN,I,,"NEW PRAGUE, MN",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/communitysecmn.html,,18495.0,100649.0,,T,2010,NM,5,,ROUNDBANK,10264,7/23/2010,DIF,PA,COMMUNITY SECURITY BANK,NM,,NEW PRAGUE,34486.0,,3835
7/23/2010,183985.0,IRVINE,CA,TASNN,NV,I,,"LAS VEGAS, NV",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/southwestusanv.html,,86297.0,203690.0,,T,2010,NM,5,,PLAZA BANK,10267,7/23/2010,DIF,PA,SOUTHWESTUSA BANK,NM,,LAS VEGAS,35434.0,,3836
7/16/2010,375522.0,MIAMI,FL,TABNN,FL,I,,"MIAMI, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/metrobankfl.html,,64179.0,399441.0,,T,2010,SM,5,,NAFH NATIONAL BANK,10259,7/16/2010,DIF,PA,METRO BANK OF DADE COUNTY,SM,,MIAMI,25172.0,,3824
7/16/2010,63291.0,ALMA,MI,TAFNN,MI,I,,"HASTINGS, MI",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/mainstsvgs.html,,12789.0,96584.0,,T,2010,SB,5,,COMMERCIAL BANK,10258,7/16/2010,DIF,PA,"MAINSTREET SAVINGS BANK, FSB",SB,,HASTINGS,28136.0,,3825
7/16/2010,157997.0,WINTER HAVEN,FL,TAFNN,FL,I,,"CLEWISTON, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/oldecypress.html,,25533.0,161355.0,,T,2010,SB,5,,"CENTERSTATE BANK OF FLORIDA, NATIONAL ASSOCIATION",10260,7/16/2010,DIF,PA,OLDE CYPRESS COMMUNITY BANK,SB,,CLEWISTON,28864.0,,3826
7/16/2010,179169.0,MIAMI,FL,TAFNN,FL,I,,"AVENTURA, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/turnberry.html,,28658.0,240251.0,,T,2010,SB,5,,NAFH NATIONAL BANK,10261,7/16/2010,DIF,PA,TURNBERRY BANK,SB,,AVENTURA,32280.0,,3827
7/16/2010,364808.0,LITTLE ROCK,AR,TAFNN,SC,I,,"BLUFFTON, SC",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/woodlands.html,,107349.0,382803.0,,T,2010,SB,5,,BANK OF THE OZARKS,10262,7/16/2010,DIF,PA,WOODLANDS BANK,SB,,BLUFFTON,32571.0,,3828
7/16/2010,550891.0,MIAMI,FL,TANNN,SC,I,,"SPARTANBURG, SC",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firstnatlsc.html,,68274.0,619374.0,,T,2010,N,5,,NAFH NATIONAL BANK,10263,7/16/2010,DIF,PA,FIRST NATIONAL BANK OF THE SOUTH,N,,SPARTANBURG,35383.0,,3829
7/9/2010,514038.0,CLAREMORE,OK,TANNN,OK,I,Home National Bank assumed by RCB Bank on 7/9/2010. Transaction consisted of a loss-share transaction with Enterprise Bank & Trust on $260.8 million of Home National Bank's assets purchased from the FDIC,"BLACKWELL, OK",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/homenatlok.html,,65822.0,585445.0,,T,2010,N,5,,RCB BANK,10256,7/9/2010,DIF,PA,HOME NATIONAL BANK,N,,BLACKWELL,11636.0,,3820
7/9/2010,5803.0,,,POFNN,MD,I,,"BALTIMORE, MD",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/idealfedsvngsmd.html,,3694.0,6177.0,,T,2010,SB,5,,,10257,7/9/2010,DIF,PO,IDEAL FEDERAL SAVINGS BANK,SB,,BALTIMORE,32456.0,,3821
7/9/2010,212612.0,LUTHERVILLE,MD,TANNN,MD,I,,"BALTIMORE, MD",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/baynatlmd.html,,21144.0,217743.0,,T,2010,N,5,,"BAY BANK, FSB",10255,7/9/2010,DIF,PA,BAY NATIONAL BANK,N,,BALTIMORE,35462.0,,3822
7/9/2010,188644.0,PHOENIXVILLE,PA,TASNN,NY,I,,"PORT CHESTER, NY",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/usabankny.html,,63537.0,190678.0,,T,2010,NM,5,,NEW CENTURY BANK,10254,7/9/2010,DIF,PA,USA BANK,NM,,PORT CHESTER,58072.0,,3823
6/25/2010,580140.0,MIAMI,FL,TASNN,FL,I,,"ENGLEWOOD, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/peninsulafl.html,,184045.0,630179.0,,T,2010,NM,5,,PREMIER AMERICAN BANK,10253,6/25/2010,DIF,PA,PENINSULA BANK,NM,,ENGLEWOOD,26563.0,,3817
6/25/2010,231857.0,SAVANNAH,GA,PANNN,GA,I,,"SAVANNAH, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firstnatga.html,,78167.0,252520.0,,T,2010,N,5,,"THE SAVANNAH BANK, NATIONAL ASSOCIATION",10251,6/25/2010,DIF,PA,FIRST NATIONAL BANK,N,,SAVANNAH,34152.0,,3818
6/25/2010,80985.0,ARTESIA,NM,TASNN,NM,I,,"ALBUQUERQUE, NM",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/highdesertnm.html,,28392.0,80343.0,,T,2010,NM,5,,FIRST AMERICAN BANK,10252,6/25/2010,DIF,PA,HIGH DESERT STATE BANK,NM,,ALBUQUERQUE,35279.0,,3819
6/18/2010,479759.0,ROSEBURG,OR,TASNN,NV,I,,"RENO, NV",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/nevsecbank.html,,70039.0,492491.0,,T,2010,NM,5,,UMPQUA BANK,10250,6/18/2010,DIF,PA,NEVADA SECURITY BANK,NM,,RENO,57110.0,,3816
6/11/2010,441362.0,PASADENA,CA,TASNN,WA,I,,"SEATTLE, WA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/washfirstintl.html,,95151.0,520887.0,,T,2010,NM,5,,EAST WEST BANK,10249,6/11/2010,DIF,PA,WASHINGTON FIRST INTERNATIONAL BANK,NM,,SEATTLE,32955.0,,3815
6/4/2010,63483.0,FAYETTE,MS,TANNN,MS,I,,"ROSEDALE, MS",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firstnatms.html,,18085.0,60449.0,,T,2010,N,5,,THE JEFFERSON BANK,10247,6/4/2010,DIF,PA,FIRST NATIONAL BANK,N,,ROSEDALE,15814.0,,3812
6/4/2010,2185817.0,SIOUX FALLS,SD,TAFNN,NE,I,,"LINCOLN, NE",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/TierOnebankne.html,,0.0,2824737.0,,T,2010,SB,5,,GREAT WESTERN BANK,10248,6/4/2010,DIF,PA,TIERONE BANK,SB,,LINCOLN,29341.0,,3813
6/4/2010,18092.0,,,POMNN,IL,I,,"ARCOLA, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/arcolail.html,,11534.0,17028.0,,T,2010,SI,5,,,10246,6/4/2010,DIF,PO,ARCOLA HOMESTEAD SAVINGS BANK,SI,,ARCOLA,31813.0,,3814
5/28/2010,353943.0,LOS ANGELES,CA,TASNN,NV,I,,"LAS VEGAS, NV",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/swbnevada.html,,115960.0,360662.0,,T,2010,NM,5,,CITY NATIONAL BANK,10245,5/28/2010,DIF,PA,SUN WEST BANK,NM,,LAS VEGAS,34785.0,,3807
5/28/2010,559897.0,JACKSONVILLE,FL,TASNN,FL,I,,"NAPLES, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/bankoffloridasw.html,,87638.0,640894.0,,T,2010,NM,5,,EVERBANK,10242,5/28/2010,DIF,PA,BANK OF FLORIDA - SOUTHWEST,NM,,NAPLES,35106.0,,3808
5/28/2010,94252.0,CHICO,CA,TANNN,CA,I,,"GRANITE BAY, CA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/graniteca.html,,13175.0,102913.0,,T,2010,N,5,,TRI COUNTIES BANK,10244,5/28/2010,DIF,PA,"GRANITE COMMUNITY BANK, NATIONAL ASSOCIATION",N,,GRANITE BAY,57315.0,,3809
5/28/2010,531752.0,JACKSONVILLE,FL,TASNN,FL,I,,"FORT LAUDERDALE, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/bankoffloridase.html,,60470.0,595318.0,,T,2010,NM,5,,EVERBANK,10241,5/28/2010,DIF,PA,BANK OF FLORIDA - SOUTHEAST,NM,,FORT LAUDERDALE,57360.0,,3810
