RESDATE,QBFDEP,BIDCITY,BIDSTATE,CLOSCD,PSTALP,BSTATUS,COMMENTS,CITYST,RESTYPE,COSTMOSTRECENTASOF,URL,PTRDATE,COST,QBFASSET,UNINSDEP,TERMI,FAILYR,CHCLASS,FUND,BANKNO,BIDNAME,FIN,FAILDATE,SAVR,RESTYPE1,NAME,CHCLASS1,FSL_PROG,CITY,CERT,BRDATE,ID
6/15/1990,11533.0,NONE,NA,PONNN,WY,I,,"DIAMONDVILLE, WY",FAILURE,30JUN2024,na,89-11-30,7749.0,13416.0,,T,1989,SB,2,8668,PAYOUT,7072,11/30/1989,RTC,PO,FIRST FEDERAL SAVINGS BANK,SB,,DIAMONDVILLE,31599.0,89-11-30,2567
6/14/1991,114807.0,NONE,NA,PONNN,TX,I,,"EL PASO, TX",FAILURE,30JUN2024,na,89-11-30,62982.0,126427.0,,T,1989,SL,2,8663,PAYOUT,7325,11/30/1989,RTC,PO,SOUTHWESTERN FEDERAL SAVINGS,SL,,EL PASO,31601.0,89-11-30,2568
10/19/1990,74543.0,NONE,NA,PONNN,TX,I,,"COPPERAS COVE, TX",FAILURE,30JUN2024,na,89-11-30,35311.0,84198.0,,,1989,SL,2,8662,PAYOUT,7206,11/30/1989,RTC,PO,FORTUNE FINANCIAL FED. S & L ASSOC,SL,,COPPERAS COVE,31974.0,89-11-30,2569
11/16/1990,560299.0,NONE,NA,PONNN,CA,I,,"LOS ANGELES, CA",FAILURE,30JUN2024,na,89-11-30,45666.0,601442.0,,T,1989,SL,2,8656,PAYOUT,7218,11/30/1989,RTC,PO,BROOKSIDE FEDERAL S & L,SL,,LOS ANGELES,32133.0,89-11-30,2570
6/26/1991,85020.0,NONE,NA,PONNN,TX,I,,"AUSTIN, TX",FAILURE,30JUN2024,na,89-11-30,21563.0,113369.0,,,1989,SL,2,8585,PAYOUT,7336,11/30/1989,RTC,PO,AUSTIN FS & LA,SL,,AUSTIN,32283.0,89-11-30,2571
11/17/1989,20224.0,,,PONNN,LA,I,,"SHREVEPORT, LA",FAILURE,30JUN2024,na,,7236.0,19446.0,,T,1989,N,1,,,4120,11/17/1989,BIF,PO,SECURITY NATIONAL BANK OF SHREVEPORT,N,,SHREVEPORT,23763.0,,2562
11/16/1989,29020.0,PFLUGERVILLE,TX,PANNN,TX,I,,"DALLAS, TX",FAILURE,30JUN2024,na,,5891.0,28311.0,,T,1989,N,1,,HIBERNIA NATIONAL BANK IN T,4118,11/16/1989,BIF,PA,LOVE FIELD NATIONAL BANK,N,,DALLAS,21026.0,,2555
11/16/1989,8874.0,PFLUGERVILLE,TX,PANNN,TX,I,,"SAN ANTONIO, TX",FAILURE,30JUN2024,na,,2606.0,7350.0,,T,1989,N,1,,HIBERNIA NATIONAL BANK IN T,4119,11/16/1989,BIF,PA,EXECUTIVE NATIONAL BANK,N,,SAN ANTONIO,25171.0,,2556
10/5/1990,176725.0,INDIANAPOLIS,IN,PANNN,IN,I,,"ANDERSON, IN",FAILURE,30JUN2024,na,89-11-16,15143.0,192423.0,,T,1989,SL,2,8630,SHELBY FSB,7202,11/16/1989,RTC,PA,FIRST FEDERAL S & L /CENTRAL INDIANA,SL,,ANDERSON,27616.0,89-11-16,2557
9/14/1990,1153454.0,SAN ANTONIO,TX,PANNN,OK,I,,"TULSA, OK",FAILURE,30JUN2024,na,89-11-16,152840.0,1529913.0,,T,1989,SL,2,8655,"FIRST GIBRALTAR BANK, FSB",7174,11/16/1989,RTC,PA,SOONER FEDERAL SAVINGS ASSOC.,SL,,TULSA,28649.0,89-11-16,2558
8/17/1990,96713.0,NONE,NA,PONNN,TX,I,,"HOUSTON, TX",FAILURE,30JUN2024,na,89-11-16,19744.0,116097.0,,T,1989,SL,2,8658,PAYOUT,7136,11/16/1989,RTC,PO,TEXAS WESTERN FEDERAL SAVINGS,SL,,HOUSTON,28987.0,89-11-16,2559
5/4/1990,74713.0,IRVINE,CA,DTNNN,CA,I,,"GARDEN GROVE, CA",FAILURE,30JUN2024,na,89-11-16,3.0,71004.0,,,1989,SL,2,8625,"ITT FB, FSB",6989,11/16/1989,RTC,IDT,SECURITY FED. SAVINGS ASSOCIATION,SL,,GARDEN GROVE,30982.0,89-11-16,2560
1/11/1991,301460.0,MIAMI,FL,DTNNN,FL,I,,"CORAL GABLES, FL",FAILURE,30JUN2024,na,89-11-16,115396.0,355501.0,,T,1989,SB,2,8629,REPUBLIC NB OF MIAMI,7268,11/16/1989,RTC,IDT,GENERAL FEDERAL SAVINGS BANK,SB,,CORAL GABLES,32030.0,89-11-16,2561
11/9/1989,13473.0,LONG PRAIRIE,MN,PASAN,MN,I,,"BROWERVILLE, MN",FAILURE,30JUN2024,na,,2656.0,13405.0,,T,1989,NM,1,,FIRST NATIONAL BANK OF LONG,4114,11/9/1989,BIF,PA,THE LEE STATE BANK,NM,,BROWERVILLE,15080.0,,2546
11/9/1989,48254.0,MERIDEN,CT,PANNN,CT,I,,"MERIDEN, CT",FAILURE,30JUN2024,na,,5331.0,46515.0,,T,1989,N,1,,CENTRAL BANK,4117,11/9/1989,BIF,PA,NATIONAL INDUSTRIAL BANK OF CONNECTICUT,N,,MERIDEN,19114.0,,2547
11/9/1989,71100.0,PLANO,TX,TANNN,TX,I,,"PLANO, TX",FAILURE,30JUN2024,na,,32780.0,56450.0,,T,1989,N,1,,COMPASS BANK - PLANO,4116,11/9/1989,BIF,PA,CITY NATIONAL BANK OF PLANO,N,,PLANO,22530.0,,2548
11/9/1989,30544.0,PFLUGERVILLE,TX,PANNN,TX,I,,"PLANO, TX",FAILURE,30JUN2024,na,,4295.0,29822.0,,T,1989,N,1,,HIBERNIA NATIONAL BANK IN T,4115,11/9/1989,BIF,PA,UNITED NATIONAL BANK OF PLANO,N,,PLANO,23475.0,,2549
11/16/1990,361556.0,CLAYTON,MO,PANNN,IL,I,,"GALESBURG, IL",FAILURE,30JUN2024,na,89-11-09,46571.0,393814.0,,T,1989,SL,2,8649,"FIRST BANK, A SB",7224,11/9/1989,RTC,PA,FIDELITY FEDERAL SAVINGS ASSOC.,SL,,GALESBURG,27821.0,89-11-09,2550
7/5/1991,337964.0,NONE,NA,DTNNN,NJ,I,,"ROSELLE PARK, NJ",FAILURE,30JUN2024,na,89-11-09,103473.0,427118.0,,T,1989,SL,2,8659,BRANCH SALE,7342,11/9/1989,RTC,PO,COLONIAL FEDERAL SAVINGS ASSOC.,SL,,ROSELLE PARK,30190.0,89-11-09,2551
9/14/1990,133238.0,NONE,NA,DTNNN,IL,I,,"KANKAKEE, IL",FAILURE,30JUN2024,na,89-11-09,22373.0,137052.0,,T,1989,SL,2,8657,BRANCH SALE,7168,11/9/1989,RTC,IDT,CREST FEDERAL S & L,SL,,KANKAKEE,30909.0,89-11-09,2552
6/8/1990,108156.0,ASPEN,CO,DTNNN,CO,I,,"ASPEN, CO",FAILURE,30JUN2024,na,89-11-09,51279.0,136338.0,,,1989,SL,2,8660,BANK OF ASPEN,7055,11/9/1989,RTC,IDT,ASPEN SAVINGS BANK FSB,SL,,ASPEN,31655.0,89-11-09,2553
6/1/1990,81712.0,SAN CRUZ,CA,DTNNN,CA,I,,"SAN JOSE, CA",FAILURE,30JUN2024,na,90-05-24,18565.0,84464.0,,T,1989,SL,2,8618,PACIFIC WESTERN BANK,7042,11/9/1989,RTC,IDT,SARATOGA S & L ASSOCIATION,SL,,SAN JOSE,32162.0,89-11-09,2554
11/2/1989,65181.0,VACHERIE,LA,TASNN,LA,I,,"ST. ROSE, LA",FAILURE,30JUN2024,na,,11080.0,65235.0,,T,1989,NM,1,,FIRST AMERICAN BANK AND TRU,4113,11/2/1989,BIF,PA,BANK OF ST. CHARLES,NM,,ST. ROSE,11786.0,,2544
11/30/1990,105813.0,OPELOUSAS,LA,DTNNN,LA,I,,"LAFAYETTE, LA",FAILURE,30JUN2024,na,89-11-02,42910.0,161850.0,,T,1989,SB,2,8395,ST. LANDRY B&T CO.,7232,11/2/1989,RTC,IDT,FIRST LOUISIANA FEDERAL SAVINGS,SB,,LAFAYETTE,32281.0,89-11-02,2545
10/26/1989,20720.0,HAUGHTON,LA,TASNN,LA,I,,"HAUGHTON, LA",FAILURE,30JUN2024,na,,5828.0,20596.0,,T,1989,NM,1,,TRI-STATE BANK AND TRUST,4112,10/26/1989,BIF,PA,FIRST SECURITY BANK AND TRUST CO,NM,,HAUGHTON,22897.0,,2541
10/26/1989,11945.0,KAPLAN,LA,TANNN,LA,I,,"KAPLAN, LA",FAILURE,30JUN2024,na,,1470.0,11848.0,,T,1989,N,1,,KAPLAN STATE BANK,4111,10/26/1989,BIF,PA,WESTERN NATIONAL BANK OF LOUISIANA,N,,KAPLAN,24704.0,,2542
8/17/1990,72501.0,OKLAHOMA CITY,OK,PANNN,OK,I,,"WEATHERFORD, OK",FAILURE,30JUN2024,na,89-10-26,19970.0,99765.0,,T,1989,SL,2,8582,"LOCAL FEDERAL BANK, FSB",7137,10/26/1989,RTC,PA,GREAT PLAINS SAVINGS,SL,,WEATHERFORD,28690.0,89-10-26,2543
10/20/1989,11248.0,BRYAN,TX,PABNN,TX,I,,"FERRIS, TX",FAILURE,30JUN2024,na,,3247.0,12026.0,,T,1989,SM,1,,"FIRST CITY, TEXAS-BRYAN, NA",4106,10/20/1989,BIF,PA,FIRST CONSOLIDATED BANK - FERRIS,SM,,FERRIS,1187.0,,2536
10/20/1989,10847.0,HUBBARD,TX,PANNN,TX,I,,"HILLSBORO, TX",FAILURE,30JUN2024,na,,2055.0,11315.0,,T,1989,N,1,,"FIRST STATE BANK, HUBBARD,",4107,10/20/1989,BIF,PA,FIRST CONSOLIDATED BANK - HILLSBORO,N,,HILLSBORO,3123.0,,2537
10/20/1989,16533.0,BRYAN,TX,PANNN,TX,I,,"ROSEBUD, TX",FAILURE,30JUN2024,na,,4494.0,17125.0,,T,1989,N,1,,"FIRST CITY, TEXAS - BRYAN,",4109,10/20/1989,BIF,PA,FIRST CONSOLIDATED BANK - ROSEBUD,N,,ROSEBUD,5498.0,,2538
10/20/1989,15224.0,AUSTIN,TX,PANNN,TX,I,,"BUDA, TX",FAILURE,30JUN2024,na,,5484.0,15040.0,,T,1989,N,1,,AUSTIN NATIONAL BANK,4108,10/20/1989,BIF,PA,FIRST CONSOLIDATED BANK - BUDA,N,,BUDA,24302.0,,2539
10/20/1989,19837.0,BRYAN,TX,PANNN,TX,I,,"LANCASTER, TX",FAILURE,30JUN2024,na,,6108.0,19291.0,,T,1989,N,1,,"FIRST CITY, TEXAS - BRYAN,",4110,10/20/1989,BIF,PA,FIRST CONSOLIDATED BANK - PLEASANT RUN,N,,LANCASTER,25782.0,,2540
10/19/1989,119937.0,PHOENIX,AZ,PASNN,AZ,I,,"PHOENIX, AZ",FAILURE,30JUN2024,na,,25828.0,120355.0,,T,1989,NM,1,,CENTURY BANK,4105,10/19/1989,BIF,PA,CENTURY BANK,NM,,PHOENIX,20426.0,,2528
10/19/1989,26886.0,BEAUMONT,TX,PANNN,TX,I,,"BEAUMONT, TX",FAILURE,30JUN2024,na,,5359.0,29198.0,,T,1989,N,1,,TEXAS COMMERCE BANK-BEAUMON,4104,10/19/1989,BIF,PA,BEAUMONT BANK-NATIONAL ASSOCIATION,N,,BEAUMONT,25061.0,,2529
